Path,ClassId
Train/0/0_0001.jpg,0
Train/0/0_0002.jpg,0
Train/0/0_0003.jpg,0
Train/0/0_0004.jpg,0
Train/0/0_0005.jpg,0
Train/0/0_0006.jpg,0
Train/0/0_0007.jpg,0
Train/0/0_0008.jpg,0
Train/0/0_0009.jpg,0
Train/0/0_0010.jpg,0
Train/0/0_0011.jpg,0
Train/0/0_0012.jpg,0
Train/0/0_0013.jpg,0
Train/0/0_0014.jpg,0
Train/0/0_0015.jpg,0
Train/0/0_0016.jpg,0
Train/0/0_0017.jpg,0
Train/0/0_0018.jpg,0
Train/0/0_0019.jpg,0
Train/0/0_0020.jpg,0
Train/0/0_0021.jpg,0
Train/0/0_0022.jpg,0
Train/0/0_0023.jpg,0
Train/0/0_0024.jpg,0
Train/0/0_0025.jpg,0
Train/0/0_0026.jpg,0
Train/0/0_0027.jpg,0
Train/0/0_0028.jpg,0
Train/0/0_0029.jpg,0
Train/0/0_0030.jpg,0
Train/0/0_0031.jpg,0
Train/0/0_0032.jpg,0
Train/0/0_0033.jpg,0
Train/0/0_0034.jpg,0
Train/0/0_0035.jpg,0
Train/0/0_0036.jpg,0
Train/0/0_0037.jpg,0
Train/0/0_0038.jpg,0
Train/0/0_0039.jpg,0
Train/0/0_0040.jpg,0
Train/0/0_0041.jpg,0
Train/0/0_0042.jpg,0
Train/0/0_0043.jpg,0
Train/0/0_0044.jpg,0
Train/0/0_0045.jpg,0
Train/0/0_0046.jpg,0
Train/0/0_0047.jpg,0
Train/0/0_0048.jpg,0
Train/0/0_0049.jpg,0
Train/0/0_0050.jpg,0
Train/0/0_0051.jpg,0
Train/0/0_0052.jpg,0
Train/0/0_0053.jpg,0
Train/0/0_0054.jpg,0
Train/0/0_0055.jpg,0
Train/0/0_0056.jpg,0
Train/0/0_0057.jpg,0
Train/0/0_0058.jpg,0
Train/0/0_0059.jpg,0
Train/0/0_0060.jpg,0
Train/0/0_0061.jpg,0
Train/0/0_0062.jpg,0
Train/0/0_0063.jpg,0
Train/0/0_0064.jpg,0
Train/0/0_0065.jpg,0
Train/0/0_0066.jpg,0
Train/0/0_0067.jpg,0
Train/0/0_0068.jpg,0
Train/0/0_0069.jpg,0
Train/0/0_0070.jpg,0
Train/0/0_0071.jpg,0
Train/0/0_0072.jpg,0
Train/0/0_0073.jpg,0
Train/0/0_0074.jpg,0
Train/0/0_0075.jpg,0
Train/0/0_0076.jpg,0
Train/0/0_0077.jpg,0
Train/0/0_0078.jpg,0
Train/0/0_0079.jpg,0
Train/0/0_0080.jpg,0
Train/0/0_0081.jpg,0
Train/0/0_0082.jpg,0
Train/0/0_0083.jpg,0
Train/0/0_0084.jpg,0
Train/0/0_0085.jpg,0
Train/0/0_0086.jpg,0
Train/0/0_0087.jpg,0
Train/0/0_0088.jpg,0
Train/0/0_0089.jpg,0
Train/0/0_0090.jpg,0
Train/0/0_0091.jpg,0
Train/0/0_0092.jpg,0
Train/0/0_0093.jpg,0
Train/0/0_0094.jpg,0
Train/0/0_0095.jpg,0
Train/0/0_0096.jpg,0
Train/0/0_0097.jpg,0
Train/0/0_0098.jpg,0
Train/0/0_0099.jpg,0
Train/0/0_0100.jpg,0
Train/0/0_0101.jpg,0
Train/0/0_0102.jpg,0
Train/0/0_0103.jpg,0
Train/0/0_0104.jpg,0
Train/0/0_0105.jpg,0
Train/0/0_0106.jpg,0
Train/0/0_0107.jpg,0
Train/0/0_0108.jpg,0
Train/0/0_0109.jpg,0
Train/0/0_0110.jpg,0
Train/0/0_0111.jpg,0
Train/0/0_0112.jpg,0
Train/0/0_0113.jpg,0
Train/0/0_0114.jpg,0
Train/0/0_0115.jpg,0
Train/0/0_0116.jpg,0
Train/0/0_0117.jpg,0
Train/0/0_0118.jpg,0
Train/0/0_0119.jpg,0
Train/0/0_0120.jpg,0
Train/0/0_0121.jpg,0
Train/0/0_0122.jpg,0
Train/0/0_0123.jpg,0
Train/0/0_0124.jpg,0
Train/0/0_0125.jpg,0
Train/0/0_0126.jpg,0
Train/0/0_0127.jpg,0
Train/0/0_0128.jpg,0
Train/0/0_0129.jpg,0
Train/0/0_0130.jpg,0
Train/0/0_0131.jpg,0
Train/0/0_0132.jpg,0
Train/0/0_0133.jpg,0
Train/0/0_0134.jpg,0
Train/0/0_0135.jpg,0
Train/0/0_0136.jpg,0
Train/0/0_0137.jpg,0
Train/0/0_0138.jpg,0
Train/0/0_0139.jpg,0
Train/0/0_0140.jpg,0
Train/0/0_0141.jpg,0
Train/0/0_0142.jpg,0
Train/0/0_0143.jpg,0
Train/0/0_0144.jpg,0
Train/0/0_0145.jpg,0
Train/0/0_0146.jpg,0
Train/0/0_0147.jpg,0
Train/0/0_0148.jpg,0
Train/0/0_0149.jpg,0
Train/0/0_0150.jpg,0
Train/0/0_0151.jpg,0
Train/0/0_0152.jpg,0
Train/0/0_0153.jpg,0
Train/0/0_0154.jpg,0
Train/0/0_0155.jpg,0
Train/0/0_0156.jpg,0
Train/0/0_0157.jpg,0
Train/0/0_0158.jpg,0
Train/0/0_0159.jpg,0
Train/0/0_0160.jpg,0
Train/0/0_0161.jpg,0
Train/0/0_0162.jpg,0
Train/0/0_0163.jpg,0
Train/0/0_0164.jpg,0
Train/0/0_0165.jpg,0
Train/0/0_0166.jpg,0
Train/0/0_0167.jpg,0
Train/0/0_0168.jpg,0
Train/0/0_0169.jpg,0
Train/0/0_0170.jpg,0
Train/0/0_0171.jpg,0
Train/0/0_0172.jpg,0
Train/0/0_0173.jpg,0
Train/0/0_0174.jpg,0
Train/0/0_0175.jpg,0
Train/0/0_0176.jpg,0
Train/0/0_0177.jpg,0
Train/0/0_0178.jpg,0
Train/0/0_0179.jpg,0
Train/0/0_0180.jpg,0
Train/0/0_0181.jpg,0
Train/0/0_0182.jpg,0
Train/0/0_0183.jpg,0
Train/0/0_0184.jpg,0
Train/0/0_0185.jpg,0
Train/0/0_0186.jpg,0
Train/0/0_0187.jpg,0
Train/0/0_0188.jpg,0
Train/0/0_0189.jpg,0
Train/0/0_0190.jpg,0
Train/0/0_0191.jpg,0
Train/0/0_0192.jpg,0
Train/0/0_0193.jpg,0
Train/0/0_0194.jpg,0
Train/0/0_0195.jpg,0
Train/0/0_0196.jpg,0
Train/0/0_0197.jpg,0
Train/0/0_0198.jpg,0
Train/0/0_0199.jpg,0
Train/0/0_0200.jpg,0
Train/0/0_0201.jpg,0
Train/0/0_0202.jpg,0
Train/0/0_0203.jpg,0
Train/0/0_0204.jpg,0
Train/0/0_0205.jpg,0
Train/0/0_0206.jpg,0
Train/0/0_0207.jpg,0
Train/0/0_0208.jpg,0
Train/0/0_0209.jpg,0
Train/0/0_0210.jpg,0
Train/0/0_0211.jpg,0
Train/0/0_0212.jpg,0
Train/0/0_0213.jpg,0
Train/0/0_0214.jpg,0
Train/0/0_0215.jpg,0
